name_project,sectors,region_project,budget_project,project_duration_days,عدد المنشآت,عدد العاملين السعوديين,economic_indicator,project_success
مول العرب جدة – Mall of Arabia Jeddah                  , ترفيهي/سياحي,"منطقة مكة المكرمة, جدة",,1399.0,286456.0,477481.0,,0
سارية العلم – جدة                  , ترفيهي/سياحي,"منطقة مكة المكرمة, جدة",,675.0,286456.0,477481.0,,0
مدينة القصيم السياحية                  , ترفيهي/سياحي,"منطقة القصيم, عنيزة",,,78901.0,59468.0,,0
مجمع ڤيرندا‬ للمطاعم – Veranda Restaurants Complex                  , ترفيهي/سياحي,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
شاطئ السيف – Saif Beach                  , ترفيهي/سياحي,"منطقة مكة المكرمة, جدة",70200000.0,390.0,286456.0,477481.0,,1
البحيرةالصناعية-جامعة جازان                  , ترفيهي/سياحي,"منطقة جازان, جازان",160000000.0,,52022.0,22115.0,,0
مجمع ذا كورنر التجاري                  , ترفيهي/سياحي,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
منتزه الملك عبدالله – الرياض                  , ترفيهي/سياحي,"منطقة الرياض, الرياض",,1352.0,732297.0,1159997.0,,0
الدرعية فستيفال سيتي                  , ترفيهي/سياحي,"منطقة الرياض, الدرعية",6000000000.0,1095.0,732297.0,1159997.0,,1
مرسى البيلسان – Bay La Sun Marina                  , ترفيهي/سياحي,"منطقة مكة المكرمة, مدينة الملك عبدالله الاقتصادية",,,286456.0,477481.0,,0
المتحف الوطني                  , ترفيهي/سياحي,"منطقة الرياض, الرياض",,791.0,732297.0,1159997.0,,0
متحف واحة القران الكريم – Quran Oasis Museum                  , ترفيهي/سياحي,"منطقة المدينة المنورة, المدينة المنورة",,,75446.0,74821.0,,0
متحف التاريخ الإسلامي بمنطقة قصر خزام بـ جدة                  , ترفيهي/سياحي,"منطقة مكة المكرمة, جدة",,,286456.0,477481.0,,0
ترميم وتطوير المنطقة المحيطة بالقلعة الدوسرية                  , ترفيهي/سياحي,"منطقة جازان, جازان",,,52022.0,22115.0,,0
مدينة البن                  , ترفيهي/سياحي,"منطقة جازان, جازان",,,52022.0,22115.0,,0
منتزة قرضة السياحي                  , ترفيهي/سياحي,"فيفاء, منطقة جازان",4478157.0,,368638.28018867923,622155.975,,0
مركز الأمير سلطان بن عبدالعزيز الحضاري بجازان                  , ترفيهي/سياحي,"منطقة جازان, جازان",79929000.0,,52022.0,22115.0,,0
القصر مول                  , ترفيهي/سياحي,"منطقة الرياض, الرياض",1000000000.0,,732297.0,1159997.0,,1
درة جازان                  , ترفيهي/سياحي,"منطقة جازان, جازان",300000000.0,,52022.0,22115.0,,0
منتزة جعرانة                  , ترفيهي/سياحي,"مكة المكرمة, منطقة مكة المكرمة",72958000.0,,286456.0,477481.0,,0
ذاخر مكة  المرحلة 1 – Thakher Makkah Phase 1                  , ترفيهي/سياحي,"مكة المكرمة, منطقة مكة المكرمة",12000000000.0,,286456.0,477481.0,,0
الباحة مول – Baha Mall                  , ترفيهي/سياحي,منطقة الباحة,,,11185.0,6073.0,,0
مشروع تحسين المنطقة المركزية لمدينة الباحة                  , ترفيهي/سياحي,منطقة الباحة,,,11185.0,6073.0,,0
اعادة تأهيل بلدة العلا التراثية                  , ترفيهي/سياحي,"منطقة المدينة المنورة, العلا",,,75446.0,74821.0,,0
الاستاد الرياضي-الجامعة الأسلامية                  , ترفيهي/سياحي,"منطقة المدينة المنورة, المدينة المنورة",65000000.0,,75446.0,74821.0,,0
ميجا سيتي                  , ترفيهي/سياحي,"منطقة مكة المكرمة, بحرة",,,286456.0,477481.0,,0
فورتوري – FORTORE                  , ترفيهي/سياحي,"منطقة الرياض, الرياض",,731.0,732297.0,1159997.0,,0
مشروع الواجهة البحرية بمدينة ينبع الصناعية                  , ترفيهي/سياحي,"ينبع, منطقة المدينة المنورة",11100000000.0,,368638.28018867923,622155.975,,0
جوهرة مكة                  , ترفيهي/سياحي,"مكة المكرمة, منطقة مكة المكرمة",,,286456.0,477481.0,,0
الأستاد الرياضي بجامعة طيبة –  Taibah Outdoor Sports                  , ترفيهي/سياحي,"منطقة المدينة المنورة, المدينة المنورة",37401691.0,,75446.0,74821.0,,0
مدينة الملك عبد الله الاقتصادية – KAEC                  , ترفيهي/سياحي,"منطقة مكة المكرمة, مدينة الملك عبدالله الاقتصادية",375000000000.0,9495.0,286456.0,477481.0,,0
توسعة متنزه سد وادي نمار                  , ترفيهي/سياحي,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
مشروع التأهيل البيئي لوادي لبن “المرحلة الأولى”                  , ترفيهي/سياحي,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
مشروع التأهيل البيئي لوادي نمار “المرحلة الأولى”...                  , ترفيهي/سياحي,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
مبنى الخطوط السعودية-المدينة المنورة                  , ترفيهي/سياحي,"منطقة المدينة المنورة, المدينة المنورة",,,75446.0,74821.0,,0
الأندلس سكوير                  , ترفيهي/سياحي,"منطقة مكة المكرمة, جدة",,,286456.0,477481.0,,0
حمد مول في حي النفل                  , ترفيهي/سياحي,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
أبراج معاد الفندقية – MAAD TOWERS                  , ترفيهي/سياحي,"مكة المكرمة, منطقة مكة المكرمة",300000000.0,1096.0,286456.0,477481.0,,1
تطوير جبل الخليل – Jabal Al Khalil Development                  , ترفيهي/سياحي,"مكة المكرمة, منطقة مكة المكرمة",,,286456.0,477481.0,,0
مجمع لاندمارك التخصصي                  , ترفيهي/سياحي,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
ثروة تاون                  , ترفيهي/سياحي,"المنطقة الشرقية, الدمام",,,188521.0,598525.0,,0
تطوير جزيرة تاروت                  , ترفيهي/سياحي,"المنطقة الشرقية, الدمام",,,188521.0,598525.0,,0
مدينة الراشد في الخبر                  , ترفيهي/سياحي,"المنطقة الشرقية, الخبر",,,188521.0,598525.0,,0
برج المملكة – الرياض                  , ترفيهي/سياحي,"منطقة الرياض, الرياض",1717000000.0,2556.0,732297.0,1159997.0,,1
تفاصيل – Tafaseel                  , ترفيهي/سياحي,"منطقة الرياض, الرياض",,546.0,732297.0,1159997.0,,0
متحف حائل الأقليمي – Hail Regional Museum                  , ترفيهي/سياحي,"منطقة حائل, حائل",38500000.0,2248.0,43636.0,17276.0,,1
الخريجي بلازا في الخبر                  , ترفيهي/سياحي,"المنطقة الشرقية, الخبر",,,188521.0,598525.0,,0
برج الفيصلية                  , ترفيهي/سياحي,"منطقة الرياض, الرياض",950000000.0,1229.0,732297.0,1159997.0,,1
مجمع نورة سنتر                  , ترفيهي/سياحي,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
الافنيوز الخبر                  , ترفيهي/سياحي,"المنطقة الشرقية, الخبر",,,188521.0,598525.0,,0
متحف عسير الإقليمي – Asir Regional Museum                  , ترفيهي/سياحي,"منطقة عسير, أبها",30474561.0,,77895.0,53929.0,,1
حديقة مطار أبها                  , ترفيهي/سياحي,"منطقة عسير, أبها",28000000.0,,77895.0,53929.0,,0
الواجهة البحرية لشاطيء الحريضة                  , ترفيهي/سياحي,"منطقة عسير, أبها",500000000.0,,77895.0,53929.0,,0
المركز الحضرى بأبها                  , ترفيهي/سياحي,"منطقة عسير, أبها",130000000.0,,77895.0,53929.0,,0
تطوير وتأهيل وسط ابها                  , ترفيهي/سياحي,"منطقة عسير, أبها",650000000.0,,77895.0,53929.0,,0
الجوف سنتر                  , ترفيهي/سياحي,"منطقة الجوف, سكاكا",,,19371.0,9482.0,,0
جراند مول حائل                  , ترفيهي/سياحي,"منطقة حائل, حائل",,760.0,43636.0,17276.0,,0
جراند مول الدمام                  , ترفيهي/سياحي,"المنطقة الشرقية, الدمام",,,188521.0,598525.0,,0
مرفا مول –  MARFA MALL                  , ترفيهي/سياحي,"المنطقة الشرقية, الجبيل الصناعية",284875006.0,548.0,188521.0,598525.0,,1
جراند مول القصيم                  , ترفيهي/سياحي,"منطقة القصيم, بريدة",,,78901.0,59468.0,,0
سيتي مول – City Mall                  , ترفيهي/سياحي,"المنطقة الشرقية, الخفجي",,1278.0,188521.0,598525.0,,0
مركز الرحال – Al Rehal Center                  , ترفيهي/سياحي,"منطقة مكة المكرمة, جدة",,,286456.0,477481.0,,0
مركز الراجحي                  , ترفيهي/سياحي,"منطقة مكة المكرمة, جدة",,,286456.0,477481.0,,0
الفندق التراثي لبلدة العلا                  , ترفيهي/سياحي,"منطقة المدينة المنورة, العلا",2429760.0,,75446.0,74821.0,,0
المشرق مول – Al Mashriq Mall                  , ترفيهي/سياحي,"المنطقة الشرقية, حفر الباطن",,819.0,188521.0,598525.0,,0
جزيرة النورس                  , ترفيهي/سياحي,"ينبع, منطقة المدينة المنورة",,,368638.28018867923,622155.975,,0
تطوير بحيرة سيهات                  , ترفيهي/سياحي,"المنطقة الشرقية, الدمام",,,188521.0,598525.0,,0
عرعر مول – Arar Mall                  , ترفيهي/سياحي,"منطقة الحدود الشمالية, عرعر",,745.0,14061.0,6470.0,,0
العثيم مول – عنيزة                  , ترفيهي/سياحي,"منطقة القصيم, عنيزة",100000000.0,736.0,78901.0,59468.0,,1
الطائف الجديدة                  , ترفيهي/سياحي,"منطقة مكة المكرمة, الطائف",,,286456.0,477481.0,,0
تطوير جبل عمر (JODC) – المرحلة السادسة                  , ترفيهي/سياحي,"مكة المكرمة, منطقة مكة المكرمة",,,286456.0,477481.0,,0
